"ParticipantName","SegmentName","FixationPointX","FixationPointY","GazeStart","GazeEnd","hoge","piyo","ItemNo","Condition","AOI1","AOI2","AOI3","AOI4","AOI"
"P45","Segment 1",1455,599,2674,2751,"4","3","16","a","B","D","A","C",4
"P45","Segment 1",1261,182,3000,3067,"4","3","16","a","B","D","A","C",2
"P45","Segment 1",509,245,3187,3454,"4","3","16","a","B","D","A","C",1
"P45","Segment 1",469,555,3507,3704,"4","3","16","a","B","D","A","C",3
"P45","Segment 1",483,306,3744,3940,"4","3","16","a","B","D","A","C",1
"P45","Segment 1",490,786,3990,4300,"4","3","16","a","B","D","A","C",3
"P45","Segment 1",468,772,4310,4514,"4","3","16","a","B","D","A","C",3
"P45","Segment 1",560,705,4547,4787,"4","3","16","a","B","D","A","C",3
"P45","Segment 1",482,774,4817,5393,"4","3","16","a","B","D","A","C",3
"P45","Segment 1",485,231,5447,5537,"4","3","16","a","B","D","A","C",1
"P45","Segment 1",1386,228,5760,5827,"4","3","16","a","B","D","A","C",2
"P45","Segment 1",1451,202,5853,5987,"4","3","16","a","B","D","A","C",2
"P45","Segment 1",1451,706,6040,6250,"4","3","16","a","B","D","A","C",4
"P45","Segment 1",1486,671,6273,6463,"4","3","16","a","B","D","A","C",4
"P45","Segment 1",1444,674,6487,6623,"4","3","16","a","B","D","A","C",4
"P45","Segment 1",538,750,6700,6893,"4","3","16","a","B","D","A","C",3
"P45","Segment 1",475,777,6920,7087,"4","3","16","a","B","D","A","C",3
"P45","Segment 1",501,204,7140,7253,"4","3","16","a","B","D","A","C",1
"P45","Segment 1",494,240,7473,7803,"4","3","16","a","B","D","A","C",1
"P45","Segment 1",1476,705,7880,8116,"4","3","16","a","B","D","A","C",4
"P45","Segment 1",1475,671,8136,8326,"4","3","16","a","B","D","A","C",4
"P45","Segment 1",1443,688,8350,8633,"4","3","16","a","B","D","A","C",4
"P45","Segment 1",1403,686,8646,9096,"4","3","16","a","B","D","A","C",4
"P45","Segment 1",1457,671,9123,9280,"4","3","16","a","B","D","A","C",4
"P45","Segment 1",523,646,9360,9496,"4","3","16","a","B","D","A","C",3
"P45","Segment 1",486,803,9533,9640,"4","3","16","a","B","D","A","C",3
"P45","Segment 1",1443,724,9713,9987,"4","3","16","a","B","D","A","C",4
"P45","Segment 11",998,489,0,235,"4","34","8","a","C","D","B","A",2
"P45","Segment 11",1362,691,285,379,"4","34","8","a","C","D","B","A",4
"P45","Segment 11",367,314,605,819,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",341,243,845,1095,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",389,249,1119,1292,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",328,283,1315,1499,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",391,708,1552,1885,"4","34","8","a","C","D","B","A",3
"P45","Segment 11",-1,-1,2022,2112,"4","34","8","a","C","D","B","A",0
"P45","Segment 11",545,492,2542,2682,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",371,254,2718,2988,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",337,292,3012,3202,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",420,726,3255,3442,"4","34","8","a","C","D","B","A",3
"P45","Segment 11",379,663,3468,3728,"4","34","8","a","C","D","B","A",3
"P45","Segment 11",383,704,3752,3912,"4","34","8","a","C","D","B","A",3
"P45","Segment 11",1334,716,3988,4155,"4","34","8","a","C","D","B","A",4
"P45","Segment 11",1340,642,4182,4588,"4","34","8","a","C","D","B","A",4
"P45","Segment 11",1228,624,4622,4808,"4","34","8","a","C","D","B","A",4
"P45","Segment 11",1288,188,5011,5168,"4","34","8","a","C","D","B","A",2
"P45","Segment 11",1316,293,5198,5325,"4","34","8","a","C","D","B","A",2
"P45","Segment 11",416,239,5401,5575,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",364,271,5598,5771,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",330,298,5791,6005,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",369,265,6031,6368,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",341,300,6391,6608,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",358,245,6631,6878,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",328,275,6901,7165,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",318,238,7185,7364,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",362,239,7388,7638,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",669,366,7694,7844,"4","34","8","a","C","D","B","A",1
"P45","Segment 11",517,325,7894,8410,"4","34","8","a","C","D","B","A",1
"P45","Segment 12",965,523,0,255,"4","37","6","c","A","D","C","B",2
"P45","Segment 12",446,190,462,575,"4","37","6","c","A","D","C","B",1
"P45","Segment 12",398,117,602,919,"4","37","6","c","A","D","C","B",1
"P45","Segment 12",403,159,942,1145,"4","37","6","c","A","D","C","B",1
"P45","Segment 12",403,97,1169,1499,"4","37","6","c","A","D","C","B",1
"P45","Segment 12",397,171,1785,1989,"4","37","6","c","A","D","C","B",1
"P45","Segment 12",529,358,2032,2268,"4","37","6","c","A","D","C","B",1
"P45","Segment 12",437,157,2312,2528,"4","37","6","c","A","D","C","B",1
"P45","Segment 12",389,90,2558,2692,"4","37","6","c","A","D","C","B",1
"P45","Segment 12",420,289,2732,2945,"4","37","6","c","A","D","C","B",1
"P45","Segment 12",452,219,2972,3105,"4","37","6","c","A","D","C","B",1
"P45","Segment 12",1332,271,3398,3498,"4","37","6","c","A","D","C","B",2
"P45","Segment 12",1233,164,3532,3772,"4","37","6","c","A","D","C","B",2
"P45","Segment 12",1382,642,3828,4058,"4","37","6","c","A","D","C","B",4
"P45","Segment 12",1356,634,4078,4312,"4","37","6","c","A","D","C","B",4
"P45","Segment 12",396,143,4505,4908,"4","37","6","c","A","D","C","B",1
"P45","Segment 12",531,103,4945,5201,"4","37","6","c","A","D","C","B",1
"P45","Segment 12",353,749,5265,5391,"4","37","6","c","A","D","C","B",3
"P45","Segment 12",270,703,5428,5671,"4","37","6","c","A","D","C","B",3
"P45","Segment 12",1233,216,5881,6145,"4","37","6","c","A","D","C","B",2
"P45","Segment 12",1206,188,6158,6684,"4","37","6","c","A","D","C","B",2
"P45","Segment 12",1231,174,6925,7174,"4","37","6","c","A","D","C","B",2
"P45","Segment 12",349,722,7304,7384,"4","37","6","c","A","D","C","B",3
"P45","Segment 12",263,704,7414,7624,"4","37","6","c","A","D","C","B",3
"P45","Segment 12",309,721,7644,7918,"4","37","6","c","A","D","C","B",3
"P45","Segment 12",1261,254,8004,8341,"4","37","6","c","A","D","C","B",2
"P45","Segment 12",1220,211,8364,8501,"4","37","6","c","A","D","C","B",2
"P45","Segment 12",1290,417,8541,8689,"4","37","6","c","A","D","C","B",2
"P45","Segment 13",958,528,0,227,"4","39","22","c","D","B","C","A",1
"P45","Segment 13",431,728,523,607,"4","39","22","c","D","B","C","A",3
"P45","Segment 13",1507,822,717,823,"4","39","22","c","D","B","C","A",4
"P45","Segment 13",1431,781,850,1047,"4","39","22","c","D","B","C","A",4
"P45","Segment 13",1397,264,1110,1287,"4","39","22","c","D","B","C","A",2
"P45","Segment 13",1440,283,1310,1456,"4","39","22","c","D","B","C","A",2
"P45","Segment 13",439,267,1693,1847,"4","39","22","c","D","B","C","A",1
"P45","Segment 13",529,428,1886,1966,"4","39","22","c","D","B","C","A",1
"P45","Segment 13",569,844,2020,2263,"4","39","22","c","D","B","C","A",3
"P45","Segment 13",398,732,2330,2586,"4","39","22","c","D","B","C","A",3
"P45","Segment 13",561,917,2630,2840,"4","39","22","c","D","B","C","A",3
"P45","Segment 13",504,854,2870,3053,"4","39","22","c","D","B","C","A",3
"P45","Segment 13",439,706,3090,3226,"4","39","22","c","D","B","C","A",3
"P45","Segment 13",465,283,3276,3430,"4","39","22","c","D","B","C","A",1
"P45","Segment 13",1426,618,3636,3806,"4","39","22","c","D","B","C","A",4
"P45","Segment 13",1431,797,3836,4476,"4","39","22","c","D","B","C","A",4
"P45","Segment 13",1409,762,4496,4803,"4","39","22","c","D","B","C","A",4
"P45","Segment 13",1417,791,4813,5146,"4","39","22","c","D","B","C","A",4
"P45","Segment 13",503,345,5229,5329,"4","39","22","c","D","B","C","A",1
"P45","Segment 13",441,804,5546,5666,"4","39","22","c","D","B","C","A",3
"P45","Segment 13",382,772,5693,5823,"4","39","22","c","D","B","C","A",3
"P45","Segment 13",441,227,6123,6189,"4","39","22","c","D","B","C","A",1
"P45","Segment 13",487,373,6226,6519,"4","39","22","c","D","B","C","A",1
"P45","Segment 13",494,397,6533,6689,"4","39","22","c","D","B","C","A",1
"P45","Segment 13",466,173,6726,6889,"4","39","22","c","D","B","C","A",1
"P45","Segment 13",428,766,6962,7202,"4","39","22","c","D","B","C","A",3
"P45","Segment 13",390,759,7226,7372,"4","39","22","c","D","B","C","A",3
"P45","Segment 13",474,248,7426,7782,"4","39","22","c","D","B","C","A",1
"P45","Segment 13",494,303,7812,8259,"4","39","22","c","D","B","C","A",1
"P45","Segment 13",470,164,8289,8467,"4","39","22","c","D","B","C","A",1
"P45","Segment 14",968,529,0,253,"4","41","17","d","B","A","C","D",2
"P45","Segment 14",379,308,563,687,"4","41","17","d","B","A","C","D",1
"P45","Segment 14",376,205,713,917,"4","41","17","d","B","A","C","D",1
"P45","Segment 14",377,232,923,1903,"4","41","17","d","B","A","C","D",1
"P45","Segment 14",348,221,1910,2167,"4","41","17","d","B","A","C","D",1
"P45","Segment 14",317,412,2423,2496,"4","41","17","d","B","A","C","D",1
"P45","Segment 14",376,225,2533,2763,"4","41","17","d","B","A","C","D",1
"P45","Segment 14",498,425,2806,3173,"4","41","17","d","B","A","C","D",1
"P45","Segment 14",399,737,3223,3413,"4","41","17","d","B","A","C","D",3
"P45","Segment 14",1306,301,3493,3913,"4","41","17","d","B","A","C","D",2
"P45","Segment 14",1282,279,3933,4103,"4","41","17","d","B","A","C","D",2
"P45","Segment 14",1304,305,4120,4326,"4","41","17","d","B","A","C","D",2
"P45","Segment 14",1282,343,4346,4580,"4","41","17","d","B","A","C","D",2
"P45","Segment 14",467,281,4650,4986,"4","41","17","d","B","A","C","D",1
"P45","Segment 14",626,648,5036,5179,"4","41","17","d","B","A","C","D",3
"P45","Segment 14",491,749,5213,5436,"4","41","17","d","B","A","C","D",3
"P45","Segment 14",1443,709,5733,5863,"4","41","17","d","B","A","C","D",4
"P45","Segment 14",1373,711,5886,6149,"4","41","17","d","B","A","C","D",4
"P45","Segment 14",1348,722,6166,6419,"4","41","17","d","B","A","C","D",4
"P45","Segment 14",385,729,6616,6849,"4","41","17","d","B","A","C","D",3
"P45","Segment 14",365,672,6873,7216,"4","41","17","d","B","A","C","D",3
"P45","Segment 14",830,757,7269,7349,"4","41","17","d","B","A","C","D",3
"P45","Segment 14",1355,723,7406,7986,"4","41","17","d","B","A","C","D",4
"P45","Segment 14",1288,735,8009,8103,"4","41","17","d","B","A","C","D",4
"P45","Segment 15",948,543,0,197,"4","44","18","c","B","A","D","C",3
"P45","Segment 15",419,312,521,601,"4","44","18","c","B","A","D","C",1
"P45","Segment 15",318,171,634,851,"4","44","18","c","B","A","D","C",1
"P45","Segment 15",511,738,911,1074,"4","44","18","c","B","A","D","C",3
"P45","Segment 15",477,620,1101,1297,"4","44","18","c","B","A","D","C",3
"P45","Segment 15",431,652,1324,1481,"4","44","18","c","B","A","D","C",3
"P45","Segment 15",415,281,1711,1874,"4","44","18","c","B","A","D","C",1
"P45","Segment 15",496,748,1927,2094,"4","44","18","c","B","A","D","C",3
"P45","Segment 15",464,581,2131,2304,"4","44","18","c","B","A","D","C",3
"P45","Segment 15",411,633,2354,2557,"4","44","18","c","B","A","D","C",3
"P45","Segment 15",1288,449,2780,2880,"4","44","18","c","B","A","D","C",2
"P45","Segment 15",1402,663,2920,3144,"4","44","18","c","B","A","D","C",4
"P45","Segment 15",1351,641,3167,3334,"4","44","18","c","B","A","D","C",4
"P45","Segment 15",309,156,3734,4150,"4","44","18","c","B","A","D","C",1
"P45","Segment 15",1307,200,4224,4370,"4","44","18","c","B","A","D","C",2
"P45","Segment 15",1209,176,4400,4650,"4","44","18","c","B","A","D","C",2
"P45","Segment 15",1258,193,4674,4877,"4","44","18","c","B","A","D","C",2
"P45","Segment 15",1259,422,4913,5073,"4","44","18","c","B","A","D","C",2
"P45","Segment 15",1386,677,5117,5410,"4","44","18","c","B","A","D","C",4
"P45","Segment 15",504,657,5647,5753,"4","44","18","c","B","A","D","C",3
"P45","Segment 15",424,667,5783,6347,"4","44","18","c","B","A","D","C",3
"P45","Segment 15",449,652,6360,7323,"4","44","18","c","B","A","D","C",3
"P45","Segment 15",429,646,7336,8290,"4","44","18","c","B","A","D","C",3
"P45","Segment 16",944,520,0,237,"4","47","20","a","D","A","C","B",1
"P45","Segment 16",344,222,440,547,"4","47","20","a","D","A","C","B",1
"P45","Segment 16",371,148,573,747,"4","47","20","a","D","A","C","B",1
"P45","Segment 16",383,213,770,913,"4","47","20","a","D","A","C","B",1
"P45","Segment 16",387,709,970,1453,"4","47","20","a","D","A","C","B",3
"P45","Segment 16",403,658,1476,1920,"4","47","20","a","D","A","C","B",3
"P45","Segment 16",420,236,2156,2233,"4","47","20","a","D","A","C","B",1
"P45","Segment 16",445,211,2240,2330,"4","47","20","a","D","A","C","B",1
"P45","Segment 16",372,136,2356,2603,"4","47","20","a","D","A","C","B",1
"P45","Segment 16",395,620,2666,2890,"4","47","20","a","D","A","C","B",3
"P45","Segment 16",413,660,2910,3223,"4","47","20","a","D","A","C","B",3
"P45","Segment 16",1383,751,3306,3489,"4","47","20","a","D","A","C","B",4
"P45","Segment 16",1232,175,3746,3879,"4","47","20","a","D","A","C","B",2
"P45","Segment 16",1280,273,3909,4216,"4","47","20","a","D","A","C","B",2
"P45","Segment 16",1276,222,4236,4466,"4","47","20","a","D","A","C","B",2
"P45","Segment 16",501,235,4539,4759,"4","47","20","a","D","A","C","B",1
"P45","Segment 16",440,743,4813,4946,"4","47","20","a","D","A","C","B",3
"P45","Segment 16",412,639,4976,5799,"4","47","20","a","D","A","C","B",3
"P45","Segment 16",413,691,5822,6039,"4","47","20","a","D","A","C","B",3
"P45","Segment 16",429,653,6059,6466,"4","47","20","a","D","A","C","B",3
"P45","Segment 16",1367,795,6539,6839,"4","47","20","a","D","A","C","B",4
"P45","Segment 16",427,652,7069,7306,"4","47","20","a","D","A","C","B",3
"P45","Segment 16",407,672,7322,7649,"4","47","20","a","D","A","C","B",3
"P45","Segment 16",477,659,7676,7969,"4","47","20","a","D","A","C","B",3
"P45","Segment 17",960,506,0,210,"4","49","23","b","D","C","A","B",2
"P45","Segment 17",443,239,463,553,"4","49","23","b","D","C","A","B",1
"P45","Segment 17",401,151,579,883,"4","49","23","b","D","C","A","B",1
"P45","Segment 17",392,187,903,1216,"4","49","23","b","D","C","A","B",1
"P45","Segment 17",390,744,1286,1429,"4","49","23","b","D","C","A","B",3
"P45","Segment 17",1409,252,1679,1746,"4","49","23","b","D","C","A","B",2
"P45","Segment 17",1256,216,1779,2086,"4","49","23","b","D","C","A","B",2
"P45","Segment 17",1527,361,2136,2526,"4","49","23","b","D","C","A","B",2
"P45","Segment 17",1449,362,2552,2843,"4","49","23","b","D","C","A","B",2
"P45","Segment 17",1270,212,2889,2969,"4","49","23","b","D","C","A","B",2
"P45","Segment 17",389,735,3239,3436,"4","49","23","b","D","C","A","B",3
"P45","Segment 17",515,900,3479,3772,"4","49","23","b","D","C","A","B",3
"P45","Segment 17",657,868,3802,3936,"4","49","23","b","D","C","A","B",3
"P45","Segment 17",1399,743,4039,4156,"4","49","23","b","D","C","A","B",4
"P45","Segment 17",1318,708,4186,4299,"4","49","23","b","D","C","A","B",4
"P45","Segment 17",1314,725,4306,4566,"4","49","23","b","D","C","A","B",4
"P45","Segment 17",1294,749,4572,4786,"4","49","23","b","D","C","A","B",4
"P45","Segment 17",539,783,4859,5099,"4","49","23","b","D","C","A","B",3
"P45","Segment 17",614,824,5125,5236,"4","49","23","b","D","C","A","B",3
"P45","Segment 17",1279,275,5312,5632,"4","49","23","b","D","C","A","B",2
"P45","Segment 17",1260,174,5662,5722,"4","49","23","b","D","C","A","B",2
"P45","Segment 17",453,193,5995,6275,"4","49","23","b","D","C","A","B",1
"P45","Segment 17",402,793,6335,6575,"4","49","23","b","D","C","A","B",3
"P45","Segment 17",585,931,6609,6739,"4","49","23","b","D","C","A","B",3
"P45","Segment 17",1238,271,7029,7289,"4","49","23","b","D","C","A","B",2
"P45","Segment 17",1240,192,7312,7495,"4","49","23","b","D","C","A","B",2
"P45","Segment 17",1327,298,7635,7745,"4","49","23","b","D","C","A","B",2
"P45","Segment 17",1474,385,7778,7978,"4","49","23","b","D","C","A","B",2
"P45","Segment 17",1397,476,8008,8072,"4","49","23","b","D","C","A","B",2
"P45","Segment 18",953,510,0,1031,"4","53","7","b","C","D","A","B",1
"P45","Segment 18",960,527,1465,1558,"4","53","7","b","C","D","A","B",2
"P45","Segment 18",1005,539,1581,1721,"4","53","7","b","C","D","A","B",2
"P45","Segment 18",962,517,1748,3398,"4","53","7","b","C","D","A","B",2
"P45","Segment 18",940,529,3404,3791,"4","53","7","b","C","D","A","B",1
"P45","Segment 18",969,527,3824,4394,"4","53","7","b","C","D","A","B",2
"P45","Segment 18",1136,527,4761,4928,"4","53","7","b","C","D","A","B",2
"P45","Segment 18",1053,490,4958,5477,"4","53","7","b","C","D","A","B",2
"P45","Segment 18",1014,493,5488,6384,"4","53","7","b","C","D","A","B",2
"P45","Segment 18",976,478,6404,6751,"4","53","7","b","C","D","A","B",2
"P45","Segment 18",987,516,7064,7977,"4","53","7","b","C","D","A","B",2
"P45","Segment 18",857,456,8010,8104,"4","53","7","b","C","D","A","B",1
"P45","Segment 18",410,290,8157,8427,"4","53","7","b","C","D","A","B",1
"P45","Segment 18",377,310,8444,8600,"4","53","7","b","C","D","A","B",1
"P45","Segment 19",946,516,0,349,"4","56","2","c","A","B","D","C",1
"P45","Segment 19",953,503,355,1668,"4","56","2","c","A","B","D","C",1
"P45","Segment 19",1466,359,1982,2155,"4","56","2","c","A","B","D","C",2
"P45","Segment 19",1516,269,2178,2442,"4","56","2","c","A","B","D","C",2
"P45","Segment 19",1490,385,2478,2748,"4","56","2","c","A","B","D","C",2
"P45","Segment 19",961,466,3675,3748,"4","56","2","c","A","B","D","C",2
"P45","Segment 19",653,590,3791,3958,"4","56","2","c","A","B","D","C",3
"P45","Segment 19",758,452,4001,4148,"4","56","2","c","A","B","D","C",1
"P45","Segment 19",634,339,4185,4415,"4","56","2","c","A","B","D","C",1
"P45","Segment 19",653,383,4438,5088,"4","56","2","c","A","B","D","C",1
"P45","Segment 19",634,371,5095,5211,"4","56","2","c","A","B","D","C",1
"P45","Segment 19",706,491,5258,5355,"4","56","2","c","A","B","D","C",1
"P45","Segment 19",438,651,5398,5611,"4","56","2","c","A","B","D","C",3
"P45","Segment 19",451,680,5621,6508,"4","56","2","c","A","B","D","C",3
"P45","Segment 19",1429,612,6984,7091,"4","56","2","c","A","B","D","C",4
"P45","Segment 19",544,664,7161,7634,"4","56","2","c","A","B","D","C",3
"P45","Segment 19",447,701,7661,7823,"4","56","2","c","A","B","D","C",3
"P45","Segment 2",958,526,0,23,"4","6","13","d","B","C","D","A",1
"P45","Segment 2",536,660,376,540,"4","6","13","d","B","C","D","A",3
"P45","Segment 2",390,845,580,780,"4","6","13","d","B","C","D","A",3
"P45","Segment 2",329,860,806,1000,"4","6","13","d","B","C","D","A",3
"P45","Segment 2",460,254,1243,1346,"4","6","13","d","B","C","D","A",1
"P45","Segment 2",373,284,1376,1789,"4","6","13","d","B","C","D","A",1
"P45","Segment 2",520,246,1823,1926,"4","6","13","d","B","C","D","A",1
"P45","Segment 2",1434,790,2016,2179,"4","6","13","d","B","C","D","A",4
"P45","Segment 2",1368,811,2209,2663,"4","6","13","d","B","C","D","A",4
"P45","Segment 2",1355,751,2686,2909,"4","6","13","d","B","C","D","A",4
"P45","Segment 2",1289,317,3222,3443,"4","6","13","d","B","C","D","A",2
"P45","Segment 2",1365,804,3499,3809,"4","6","13","d","B","C","D","A",4
"P45","Segment 2",1332,819,3826,4109,"4","6","13","d","B","C","D","A",4
"P45","Segment 2",1375,784,4136,4329,"4","6","13","d","B","C","D","A",4
"P45","Segment 2",1314,267,4382,4559,"4","6","13","d","B","C","D","A",2
"P45","Segment 2",468,260,4629,4806,"4","6","13","d","B","C","D","A",1
"P45","Segment 2",367,307,4836,5116,"4","6","13","d","B","C","D","A",1
"P45","Segment 2",388,284,5132,5292,"4","6","13","d","B","C","D","A",1
"P45","Segment 2",1315,309,5606,5699,"4","6","13","d","B","C","D","A",2
"P45","Segment 2",484,793,5776,5906,"4","6","13","d","B","C","D","A",3
"P45","Segment 2",350,853,5936,6112,"4","6","13","d","B","C","D","A",3
"P45","Segment 2",316,850,6129,6325,"4","6","13","d","B","C","D","A",3
"P45","Segment 2",1371,278,6405,6569,"4","6","13","d","B","C","D","A",2
"P45","Segment 2",1302,308,6595,7055,"4","6","13","d","B","C","D","A",2
"P45","Segment 2",1280,314,7069,7605,"4","6","13","d","B","C","D","A",2
"P45","Segment 2",959,525,7652,7802,"4","6","13","d","B","C","D","A",1
"P45","Segment 2",545,684,7859,7989,"4","6","13","d","B","C","D","A",3
"P45","Segment 2",373,860,8029,8208,"4","6","13","d","B","C","D","A",3
"P45","Segment 2",324,881,8229,8645,"4","6","13","d","B","C","D","A",3
"P45","Segment 2",448,836,8678,8785,"4","6","13","d","B","C","D","A",3
"P45","Segment 2",412,851,9008,9152,"4","6","13","d","B","C","D","A",3
"P45","Segment 2",310,875,9178,9925,"4","6","13","d","B","C","D","A",3
"P45","Segment 2",345,868,9945,10002,"4","6","13","d","B","C","D","A",3
"P45","Segment 21",955,498,0,255,"4","60","21","d","D","B","A","C",1
"P45","Segment 21",495,259,605,662,"4","60","21","d","D","B","A","C",1
"P45","Segment 21",460,167,695,1235,"4","60","21","d","D","B","A","C",1
"P45","Segment 21",446,199,1252,1452,"4","60","21","d","D","B","A","C",1
"P45","Segment 21",455,181,1465,2765,"4","60","21","d","D","B","A","C",1
"P45","Segment 21",442,244,3055,3312,"4","60","21","d","D","B","A","C",1
"P45","Segment 21",508,427,3352,3582,"4","60","21","d","D","B","A","C",1
"P45","Segment 21",452,408,3608,3915,"4","60","21","d","D","B","A","C",1
"P45","Segment 21",380,700,3958,4188,"4","60","21","d","D","B","A","C",3
"P45","Segment 21",699,956,4245,4668,"4","60","21","d","D","B","A","C",3
"P45","Segment 21",606,940,4698,4821,"4","60","21","d","D","B","A","C",3
"P45","Segment 21",1211,264,5055,5378,"4","60","21","d","D","B","A","C",2
"P45","Segment 21",1341,757,5441,5775,"4","60","21","d","D","B","A","C",4
"P45","Segment 21",1356,948,5811,6201,"4","60","21","d","D","B","A","C",4
"P45","Segment 21",1326,939,6214,6644,"4","60","21","d","D","B","A","C",4
"P45","Segment 21",1340,614,6688,6771,"4","60","21","d","D","B","A","C",4
"P45","Segment 21",1207,305,7021,7264,"4","60","21","d","D","B","A","C",2
"P45","Segment 21",1238,392,7298,7378,"4","60","21","d","D","B","A","C",2
"P45","Segment 21",1244,185,7471,7588,"4","60","21","d","D","B","A","C",2
"P45","Segment 21",478,197,7658,7818,"4","60","21","d","D","B","A","C",1
"P45","Segment 21",479,439,7851,8168,"4","60","21","d","D","B","A","C",1
"P45","Segment 21",460,393,8188,8361,"4","60","21","d","D","B","A","C",1
"P45","Segment 21",514,378,8388,8683,"4","60","21","d","D","B","A","C",1
"P45","Segment 22",961,538,0,224,"4","62","11","b","C","B","D","A",2
"P45","Segment 22",699,531,554,660,"4","62","11","b","C","B","D","A",1
"P45","Segment 22",506,393,707,894,"4","62","11","b","C","B","D","A",1
"P45","Segment 22",347,233,937,1204,"4","62","11","b","C","B","D","A",1
"P45","Segment 22",417,710,1447,1630,"4","62","11","b","C","B","D","A",3
"P45","Segment 22",348,738,1654,1914,"4","62","11","b","C","B","D","A",3
"P45","Segment 22",474,341,1974,2410,"4","62","11","b","C","B","D","A",1
"P45","Segment 22",510,478,2447,2863,"4","62","11","b","C","B","D","A",1
"P45","Segment 22",379,758,2910,3047,"4","62","11","b","C","B","D","A",3
"P45","Segment 22",413,328,3303,3550,"4","62","11","b","C","B","D","A",1
"P45","Segment 22",1324,745,3637,3880,"4","62","11","b","C","B","D","A",4
"P45","Segment 22",1508,824,3917,4040,"4","62","11","b","C","B","D","A",4
"P45","Segment 22",1298,699,4113,4307,"4","62","11","b","C","B","D","A",4
"P45","Segment 22",1380,220,4357,4473,"4","62","11","b","C","B","D","A",2
"P45","Segment 22",1028,206,4736,4813,"4","62","11","b","C","B","D","A",2
"P45","Segment 22",468,342,4870,5140,"4","62","11","b","C","B","D","A",1
"P45","Segment 22",508,409,5163,5320,"4","62","11","b","C","B","D","A",1
"P45","Segment 22",337,214,5360,6290,"4","62","11","b","C","B","D","A",1
"P45","Segment 22",535,434,6336,6426,"4","62","11","b","C","B","D","A",1
"P45","Segment 22",1391,757,6496,6710,"4","62","11","b","C","B","D","A",4
"P45","Segment 22",1383,208,6763,6929,"4","62","11","b","C","B","D","A",2
"P45","Segment 22",352,261,7153,7376,"4","62","11","b","C","B","D","A",1
"P45","Segment 22",478,281,7406,7626,"4","62","11","b","C","B","D","A",1
"P45","Segment 22",522,403,7676,7862,"4","62","11","b","C","B","D","A",1
"P45","Segment 23",989,526,3,126,"4","64","10","c","C","A","B","D",2
"P45","Segment 23",486,258,660,1176,"4","64","10","c","C","A","B","D",1
"P45","Segment 23",466,243,1196,1340,"4","64","10","c","C","A","B","D",1
"P45","Segment 23",1410,234,1593,1740,"4","64","10","c","C","A","B","D",2
"P45","Segment 23",1347,208,1763,2069,"4","64","10","c","C","A","B","D",2
"P45","Segment 23",1341,254,2093,2336,"4","64","10","c","C","A","B","D",2
"P45","Segment 23",484,313,2793,2979,"4","64","10","c","C","A","B","D",1
"P45","Segment 23",471,235,3003,3249,"4","64","10","c","C","A","B","D",1
"P45","Segment 23",464,266,3269,3496,"4","64","10","c","C","A","B","D",1
"P45","Segment 23",551,436,3533,3676,"4","64","10","c","C","A","B","D",1
"P45","Segment 23",1420,787,3763,4003,"4","64","10","c","C","A","B","D",4
"P45","Segment 23",1486,769,4026,4146,"4","64","10","c","C","A","B","D",4
"P45","Segment 23",1449,224,4196,4403,"4","64","10","c","C","A","B","D",2
"P45","Segment 23",1332,191,4432,4682,"4","64","10","c","C","A","B","D",2
"P45","Segment 23",1328,241,4706,5062,"4","64","10","c","C","A","B","D",2
"P45","Segment 23",478,268,5469,5726,"4","64","10","c","C","A","B","D",1
"P45","Segment 23",1419,729,5806,5942,"4","64","10","c","C","A","B","D",4
"P45","Segment 23",1459,793,5969,6159,"4","64","10","c","C","A","B","D",4
"P45","Segment 23",472,323,6399,6529,"4","64","10","c","C","A","B","D",1
"P45","Segment 23",506,739,6579,6732,"4","64","10","c","C","A","B","D",3
"P45","Segment 23",606,271,6789,6892,"4","64","10","c","C","A","B","D",1
"P45","Segment 23",1388,218,6955,7179,"4","64","10","c","C","A","B","D",2
"P45","Segment 23",1332,227,7199,7329,"4","64","10","c","C","A","B","D",2
"P45","Segment 23",1381,782,7385,7752,"4","64","10","c","C","A","B","D",4
"P45","Segment 23",1464,807,7779,8110,"4","64","10","c","C","A","B","D",4
"P45","Segment 24",957,527,0,252,"4","68","3","b","A","C","B","D",1
"P45","Segment 24",480,258,592,709,"4","68","3","b","A","C","B","D",1
"P45","Segment 24",360,158,742,915,"4","68","3","b","A","C","B","D",1
"P45","Segment 24",401,150,932,1595,"4","68","3","b","A","C","B","D",1
